,File Path,Label,Frame Count,Width,Height,Codec,File Size(MB)
48,DeepFakeDetection/02_04__podium_speech_happy__8CH7R4LW.mp4,FAKE,1075,1920,1080,h264,7.91
49,DeepFakeDetection/02_06__exit_phone_room__HZAXM70B.mp4,FAKE,261,1920,1080,h264,1.59
50,DeepFakeDetection/02_06__podium_speech_happy__N8OSN8P6.mp4,FAKE,1076,1920,1080,h264,7.95
51,DeepFakeDetection/02_06__podium_speech_happy__SU4OQCS9.mp4,FAKE,1076,1920,1080,h264,7.99
52,DeepFakeDetection/02_06__talking_angry_couch__GH8TGTBS.mp4,FAKE,1278,1920,1080,h264,16.42
53,DeepFakeDetection/02_06__talking_angry_couch__J1W9R0NG.mp4,FAKE,1269,1920,1080,h264,16.41
54,DeepFakeDetection/02_06__talking_angry_couch__MKZTXQ2T.mp4,FAKE,1279,1920,1080,h264,16.49
55,DeepFakeDetection/02_06__walk_down_hall_angry__0M6JNS5D.mp4,FAKE,227,1920,1080,h264,1.49
56,DeepFakeDetection/02_06__walking_and_outside_surprised__N8OSN8P6.mp4,FAKE,792,1920,1080,h264,20.23
57,DeepFakeDetection/02_06__walking_down_indoor_hall_disgust__U6MDWIHG.mp4,FAKE,821,1920,1080,h264,12.74
58,DeepFakeDetection/02_07__exit_phone_room__9NVRE2KQ.mp4,FAKE,273,1920,1080,h264,1.82
59,DeepFakeDetection/02_07__hugging_happy__1JCLEEBQ.mp4,FAKE,678,1920,1080,h264,7.36
60,DeepFakeDetection/02_07__meeting_serious__1JCLEEBQ.mp4,FAKE,985,1920,1080,h264,6.02
61,DeepFakeDetection/02_07__outside_talking_pan_laughing__O4SXNLRL.mp4,FAKE,633,1920,1080,h264,5.76
62,DeepFakeDetection/02_07__secret_conversation__0IYV5DQ5.mp4,FAKE,648,1920,1080,h264,5.54
63,DeepFakeDetection/02_07__walk_down_hall_angry__U7DEOZNV.mp4,FAKE,208,1920,1080,h264,1.4
64,DeepFakeDetection/02_07__walking_and_outside_surprised__1VMZUH1W.mp4,FAKE,991,1920,1080,h264,25.47
65,DeepFakeDetection/02_07__walking_down_street_outside_angry__O4SXNLRL.mp4,FAKE,484,1920,1080,h264,3.1
66,DeepFakeDetection/02_09__exit_phone_room__HIH8YA82.mp4,FAKE,265,1920,1080,h264,1.64
67,DeepFakeDetection/02_09__kitchen_pan__9TDCEK1Q.mp4,FAKE,573,1920,1080,h264,6.24
68,DeepFakeDetection/02_09__kitchen_pan__HIH8YA82.mp4,FAKE,576,1920,1080,h264,6.27
69,DeepFakeDetection/02_09__outside_talking_pan_laughing__6KUOFMZW.mp4,FAKE,621,1920,1080,h264,5.68
70,DeepFakeDetection/02_09__podium_speech_happy__9TDCEK1Q.mp4,FAKE,1075,1920,1080,h264,7.65
71,DeepFakeDetection/02_09__talking_angry_couch__6KUOFMZW.mp4,FAKE,1277,1920,1080,h264,16.43
72,DeepFakeDetection/02_09__walk_down_hall_angry__6KUOFMZW.mp4,FAKE,208,1920,1080,h264,1.4
73,DeepFakeDetection/02_09__walking_down_street_outside_angry__6KUOFMZW.mp4,FAKE,457,1920,1080,h264,3.03
74,DeepFakeDetection/02_11__meeting_serious__NZJ1YEWE.mp4,FAKE,985,1920,1080,h264,6.04
75,DeepFakeDetection/02_12__podium_speech_happy__9D2ZHEKW.mp4,FAKE,1058,1920,1080,h264,7.64
76,DeepFakeDetection/02_12__walking_and_outside_surprised__9D2ZHEKW.mp4,FAKE,918,1920,1080,h264,24.15
77,DeepFakeDetection/02_13__exit_phone_room__CP5HFV3K.mp4,FAKE,258,1920,1080,h264,1.66
78,DeepFakeDetection/02_13__hugging_happy__PLNVLO74.mp4,FAKE,677,1920,1080,h264,7.44
79,DeepFakeDetection/02_13__kitchen_pan__2YSYT2N3.mp4,FAKE,567,1920,1080,h264,6.25
80,DeepFakeDetection/02_13__meeting_serious__CP5HFV3K.mp4,FAKE,985,1920,1080,h264,6.09
81,DeepFakeDetection/02_13__outside_talking_pan_laughing__2YSYT2N3.mp4,FAKE,633,1920,1080,h264,5.79
82,DeepFakeDetection/02_13__outside_talking_still_laughing__CP5HFV3K.mp4,FAKE,812,1920,1080,h264,6.23
83,DeepFakeDetection/02_13__podium_speech_happy__2YSYT2N3.mp4,FAKE,1075,1920,1080,h264,7.44
84,DeepFakeDetection/02_13__secret_conversation__CP5HFV3K.mp4,FAKE,33,1920,1080,h264,0.46
85,DeepFakeDetection/02_13__secret_conversation__PLNVLO74.mp4,FAKE,640,1920,1080,h264,5.49
86,DeepFakeDetection/02_13__walking_and_outside_surprised__CP5HFV3K.mp4,FAKE,788,1920,1080,h264,20.15
87,DeepFakeDetection/02_14__outside_talking_pan_laughing__3IUBEKCT.mp4,FAKE,634,1920,1080,h264,5.81
88,DeepFakeDetection/02_15__exit_phone_room__I8G2LWD1.mp4,FAKE,262,1920,1080,h264,1.6
89,DeepFakeDetection/02_15__exit_phone_room__MZWH8ATN.mp4,FAKE,259,1920,1080,h264,1.57
90,DeepFakeDetection/02_15__hugging_happy__MZWH8ATN.mp4,FAKE,679,1920,1080,h264,7.35
91,DeepFakeDetection/02_15__hugging_happy__XNJIS4S3.mp4,FAKE,678,1920,1080,h264,7.38
92,DeepFakeDetection/02_15__kitchen_still__XNJIS4S3.mp4,FAKE,855,1920,1080,h264,7.61
93,DeepFakeDetection/02_15__meeting_serious__MZWH8ATN.mp4,FAKE,985,1920,1080,h264,6.04
94,DeepFakeDetection/02_15__outside_talking_pan_laughing__I8G2LWD1.mp4,FAKE,632,1920,1080,h264,5.77
95,DeepFakeDetection/02_15__outside_talking_pan_laughing__SB6PMCO0.mp4,FAKE,627,1920,1080,h264,5.75
96,DeepFakeDetection/02_15__podium_speech_happy__MZWH8ATN.mp4,FAKE,1076,1920,1080,h264,7.97
97,DeepFakeDetection/02_15__secret_conversation__MZWH8ATN.mp4,FAKE,38,1920,1080,h264,0.49
98,DeepFakeDetection/02_15__talking_against_wall__HTG660F8.mp4,FAKE,990,1920,1080,h264,5.1
99,DeepFakeDetection/02_15__talking_angry_couch__HTG660F8.mp4,FAKE,1280,1920,1080,h264,16.49
100,DeepFakeDetection/02_15__talking_angry_couch__I8G2LWD1.mp4,FAKE,1278,1920,1080,h264,16.52
101,DeepFakeDetection/02_15__walk_down_hall_angry__TN2CWM3K.mp4,FAKE,208,1920,1080,h264,1.41
102,DeepFakeDetection/02_15__walking_and_outside_surprised__HTG660F8.mp4,FAKE,995,1920,1080,h264,25.69
103,DeepFakeDetection/02_15__walking_and_outside_surprised__I8G2LWD1.mp4,FAKE,982,1920,1080,h264,25.45
104,DeepFakeDetection/02_15__walking_and_outside_surprised__MZWH8ATN.mp4,FAKE,776,1920,1080,h264,19.8
105,DeepFakeDetection/02_15__walking_outside_cafe_disgusted__MZWH8ATN.mp4,FAKE,517,1920,1080,h264,2.87
106,DeepFakeDetection/02_18__exit_phone_room__OXMEEFUQ.mp4,FAKE,259,1920,1080,h264,1.57
107,DeepFakeDetection/02_18__outside_talking_pan_laughing__OXMEEFUQ.mp4,FAKE,637,1920,1080,h264,5.83
108,DeepFakeDetection/02_18__secret_conversation__B95S4G6F.mp4,FAKE,632,1920,1080,h264,5.41
109,DeepFakeDetection/02_18__walk_down_hall_angry__B95S4G6F.mp4,FAKE,227,1920,1080,h264,1.49
110,DeepFakeDetection/02_18__walking_down_street_outside_angry__21JTDDEL.mp4,FAKE,458,1920,1080,h264,3.04
111,DeepFakeDetection/02_21__kitchen_pan__Z0XHPQAR.mp4,FAKE,574,1920,1080,h264,6.18
112,DeepFakeDetection/02_21__talking_angry_couch__Z0XHPQAR.mp4,FAKE,1269,1920,1080,h264,16.43
113,DeepFakeDetection/02_25__talking_against_wall__Z7FQ69VP.mp4,FAKE,990,1920,1080,h264,5.15
114,DeepFakeDetection/02_27__hugging_happy__GVFLSZD5.mp4,FAKE,685,1920,1080,h264,7.43
115,DeepFakeDetection/02_27__walk_down_hall_angry__78M8S6M6.mp4,FAKE,208,1920,1080,h264,1.41
116,DeepFakeDetection/02_27__walking_down_indoor_hall_disgust__YQX5Z8GN.mp4,FAKE,821,1920,1080,h264,12.76
117,DeepFakeDetection/02_27__walking_down_street_outside_angry__3L1MLH3D.mp4,FAKE,514,1920,1080,h264,3.49
118,DeepFakeDetection/03_01__meeting_serious__JZUXXFRB.mp4,FAKE,959,1920,1080,h264,5.77
119,DeepFakeDetection/03_01__outside_talking_still_laughing__JZUXXFRB.mp4,FAKE,939,1920,1080,h264,6.36
120,DeepFakeDetection/03_01__podium_speech_happy__JZUXXFRB.mp4,FAKE,839,1920,1080,h264,7.16
121,DeepFakeDetection/03_01__walking_and_outside_surprised__JZUXXFRB.mp4,FAKE,1082,1920,1080,h264,24.63
122,DeepFakeDetection/03_02__secret_conversation__GYX5OFTD.mp4,FAKE,18,1920,1080,h264,0.31
123,DeepFakeDetection/03_04__outside_talking_pan_laughing__T04P6ELC.mp4,FAKE,713,1920,1080,h264,6.45
124,DeepFakeDetection/03_04__talking_angry_couch__T04P6ELC.mp4,FAKE,1453,1920,1080,h264,18.78
125,DeepFakeDetection/03_06__exit_phone_room__1IXGY2FK.mp4,FAKE,530,1920,1080,h264,3.7
126,DeepFakeDetection/03_06__hugging_happy__2XWC5JED.mp4,FAKE,814,1920,1080,h264,15.45
127,DeepFakeDetection/03_06__meeting_serious__83ABVHC3.mp4,FAKE,960,1920,1080,h264,5.57
128,DeepFakeDetection/03_06__podium_speech_happy__83ABVHC3.mp4,FAKE,839,1920,1080,h264,7.15
129,DeepFakeDetection/03_07__exit_phone_room__6PHZRQ4H.mp4,FAKE,543,1920,1080,h264,3.73
130,DeepFakeDetection/03_07__hugging_happy__BKLOCI1M.mp4,FAKE,815,1920,1080,h264,15.47
131,DeepFakeDetection/03_07__kitchen_pan__WPT3Z2KN.mp4,FAKE,533,1920,1080,h264,5.39
132,DeepFakeDetection/03_07__talking_against_wall__PWXXULHR.mp4,FAKE,910,1920,1080,h264,4.93
133,DeepFakeDetection/03_07__walk_down_hall_angry__6PHZRQ4H.mp4,FAKE,446,1920,1080,h264,2.51
134,DeepFakeDetection/03_07__walk_down_hall_angry__IFSURI9X.mp4,FAKE,446,1920,1080,h264,2.51
135,DeepFakeDetection/03_07__walking_down_indoor_hall_disgust__PWXXULHR.mp4,FAKE,974,1920,1080,h264,17.49
136,DeepFakeDetection/03_07__walking_outside_cafe_disgusted__CDSNLDQ8.mp4,FAKE,650,1920,1080,h264,4.6
137,DeepFakeDetection/03_07__walking_outside_cafe_disgusted__IFSURI9X.mp4,FAKE,664,1920,1080,h264,4.57
138,DeepFakeDetection/03_07__walking_outside_cafe_disgusted__PWXXULHR.mp4,FAKE,711,1920,1080,h264,4.78
139,DeepFakeDetection/03_09__kitchen_pan__8DTEGQ54.mp4,FAKE,533,1920,1080,h264,5.43
140,DeepFakeDetection/03_09__outside_talking_still_laughing__RCETIXYL.mp4,FAKE,940,1920,1080,h264,6.35
141,DeepFakeDetection/03_09__secret_conversation__RCETIXYL.mp4,FAKE,795,1920,1080,h264,6.61
142,DeepFakeDetection/03_11__exit_phone_room__P08VGHTA.mp4,FAKE,532,1920,1080,h264,3.77
143,DeepFakeDetection/03_11__talking_against_wall__P08VGHTA.mp4,FAKE,910,1920,1080,h264,5.04
144,DeepFakeDetection/03_11__walk_down_hall_angry__P08VGHTA.mp4,FAKE,437,1920,1080,h264,2.52
145,DeepFakeDetection/03_13__exit_phone_room__GBYWJW06.mp4,FAKE,532,1920,1080,h264,3.77
146,DeepFakeDetection/03_13__kitchen_pan__GBYWJW06.mp4,FAKE,533,1920,1080,h264,5.38
147,DeepFakeDetection/03_13__meeting_serious__GBYWJW06.mp4,FAKE,958,1920,1080,h264,5.72
148,DeepFakeDetection/03_13__meeting_serious__T3MZOI8X.mp4,FAKE,960,1920,1080,h264,5.58
149,DeepFakeDetection/03_13__outside_talking_still_laughing__GBYWJW06.mp4,FAKE,940,1920,1080,h264,6.37
150,DeepFakeDetection/03_13__talking_against_wall__GBYWJW06.mp4,FAKE,910,1920,1080,h264,4.96
151,DeepFakeDetection/03_14__exit_phone_room__H0VQHGS3.mp4,FAKE,529,1920,1080,h264,3.74
152,DeepFakeDetection/03_14__meeting_serious__KJ221YN0.mp4,FAKE,960,1920,1080,h264,5.58
153,DeepFakeDetection/03_14__meeting_serious__PLCQJM81.mp4,FAKE,960,1920,1080,h264,5.57
154,DeepFakeDetection/03_14__podium_speech_happy__Q9NSXM88.mp4,FAKE,839,1920,1080,h264,7.13
155,DeepFakeDetection/03_14__talking_against_wall__ZC2KYASW.mp4,FAKE,910,1920,1080,h264,4.92
156,DeepFakeDetection/03_14__walk_down_hall_angry__P1L5PF4I.mp4,FAKE,456,1920,1080,h264,2.57
157,DeepFakeDetection/03_14__walking_down_indoor_hall_disgust__KJ221YN0.mp4,FAKE,1455,1920,1080,h264,23.93
158,DeepFakeDetection/03_14__walking_down_street_outside_angry__H0VQHGS3.mp4,FAKE,943,1920,1080,h264,8.22
159,DeepFakeDetection/03_15__kitchen_pan__AIOM1U5V.mp4,FAKE,534,1920,1080,h264,5.4
160,DeepFakeDetection/03_15__kitchen_pan__DNUJD8M2.mp4,FAKE,533,1920,1080,h264,5.36
161,DeepFakeDetection/03_15__meeting_serious__DNUJD8M2.mp4,FAKE,960,1920,1080,h264,5.58
162,DeepFakeDetection/03_15__meeting_serious__OY4I7ZU8.mp4,FAKE,960,1920,1080,h264,5.59
163,DeepFakeDetection/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,FAKE,713,1920,1080,h264,6.44
164,DeepFakeDetection/03_15__outside_talking_still_laughing__DNUJD8M2.mp4,FAKE,943,1920,1080,h264,6.41
165,DeepFakeDetection/03_15__podium_speech_happy__DG8ITQO3.mp4,FAKE,839,1920,1080,h264,7.16
166,DeepFakeDetection/03_18__kitchen_pan__22UBC0BS.mp4,FAKE,533,1920,1080,h264,5.35
167,DeepFakeDetection/03_18__walking_and_outside_surprised__8HNSXOBW.mp4,FAKE,764,1920,1080,h264,16.97
168,DeepFakeDetection/03_18__walking_outside_cafe_disgusted__22UBC0BS.mp4,FAKE,710,1920,1080,h264,4.92
169,DeepFakeDetection/03_20__kitchen_still__Z6V05FXO.mp4,FAKE,955,1920,1080,h264,8.74
170,DeepFakeDetection/03_20__walk_down_hall_angry__61SVZ2J7.mp4,FAKE,456,1920,1080,h264,2.58
171,DeepFakeDetection/03_21__exit_phone_room__YCSEBZO4.mp4,FAKE,543,1920,1080,h264,3.73
172,DeepFakeDetection/03_21__kitchen_pan__YCSEBZO4.mp4,FAKE,533,1920,1080,h264,5.42
173,DeepFakeDetection/03_21__meeting_serious__V53E3RVB.mp4,FAKE,960,1920,1080,h264,5.61
174,DeepFakeDetection/03_21__secret_conversation__YCSEBZO4.mp4,FAKE,796,1920,1080,h264,6.65
175,DeepFakeDetection/03_26__kitchen_pan__WBSXBL82.mp4,FAKE,531,1920,1080,h264,5.36
176,DeepFakeDetection/03_26__kitchen_still__WBSXBL82.mp4,FAKE,955,1920,1080,h264,8.73
177,DeepFakeDetection/03_26__talking_against_wall__WBSXBL82.mp4,FAKE,910,1920,1080,h264,4.95
178,DeepFakeDetection/03_26__walk_down_hall_angry__WBSXBL82.mp4,FAKE,438,1920,1080,h264,2.49
179,DeepFakeDetection/03_27__walk_down_hall_angry__IL675GCI.mp4,FAKE,446,1920,1080,h264,2.53
180,DeepFakeDetection/03_27__walking_and_outside_surprised__KWGI1LSZ.mp4,FAKE,1108,1920,1080,h264,25.08
181,DeepFakeDetection/03_27__walking_down_indoor_hall_disgust__IL675GCI.mp4,FAKE,1447,1920,1080,h264,23.99
182,DeepFakeDetection/04_01__exit_phone_room__0XUW13RW.mp4,FAKE,382,1920,1080,h264,2.7
183,DeepFakeDetection/04_01__kitchen_pan__GBC7ZGDP.mp4,FAKE,481,1920,1080,h264,4.36
184,DeepFakeDetection/04_01__kitchen_still__6I623VU9.mp4,FAKE,840,1920,1080,h264,7.69
185,DeepFakeDetection/04_01__kitchen_still__GBC7ZGDP.mp4,FAKE,840,1920,1080,h264,7.7
186,DeepFakeDetection/04_01__outside_talking_still_laughing__0XUW13RW.mp4,FAKE,810,1920,1080,h264,6.11
187,DeepFakeDetection/04_01__outside_talking_still_laughing__6I623VU9.mp4,FAKE,810,1920,1080,h264,6.13
188,DeepFakeDetection/04_01__secret_conversation__6I623VU9.mp4,FAKE,862,1920,1080,h264,6.07
189,DeepFakeDetection/04_01__walk_down_hall_angry__GBC7ZGDP.mp4,FAKE,182,1920,1080,h264,1.37
190,DeepFakeDetection/04_01__walking_down_street_outside_angry__GBC7ZGDP.mp4,FAKE,453,1920,1080,h264,2.99
191,DeepFakeDetection/04_06__kitchen_still__ZK95PQDE.mp4,FAKE,840,1920,1080,h264,7.66
192,DeepFakeDetection/04_07__exit_phone_room__ITC0C48B.mp4,FAKE,328,1920,1080,h264,2.35
193,DeepFakeDetection/04_07__kitchen_pan__XRK7FGZX.mp4,FAKE,481,1920,1080,h264,4.33
194,DeepFakeDetection/04_07__outside_talking_still_laughing__QKCCFKBT.mp4,FAKE,810,1920,1080,h264,6.18
195,DeepFakeDetection/04_07__outside_talking_still_laughing__XRK7FGZX.mp4,FAKE,810,1920,1080,h264,6.13
196,DeepFakeDetection/04_12__walking_down_street_outside_angry__96TQKDFJ.mp4,FAKE,453,1920,1080,h264,3.0
197,DeepFakeDetection/04_13__podium_speech_happy__00T3UYOR.mp4,FAKE,932,1920,1080,h264,6.7
198,DeepFakeDetection/04_13__secret_conversation__00T3UYOR.mp4,FAKE,861,1920,1080,h264,6.07
199,DeepFakeDetection/04_13__walking_down_street_outside_angry__00T3UYOR.mp4,FAKE,434,1920,1080,h264,2.97
200,DeepFakeDetection/04_13__walking_outside_cafe_disgusted__00T3UYOR.mp4,FAKE,367,1920,1080,h264,2.89
201,DeepFakeDetection/04_18__kitchen_still__NAXINA1N.mp4,FAKE,840,1920,1080,h264,7.7
202,DeepFakeDetection/04_21__outside_talking_still_laughing__5Y31RZP8.mp4,FAKE,810,1920,1080,h264,6.15
203,DeepFakeDetection/04_21__talking_angry_couch__5Y31RZP8.mp4,FAKE,1380,1920,1080,h264,19.75
204,DeepFakeDetection/04_21__walking_down_street_outside_angry__5Y31RZP8.mp4,FAKE,471,1920,1080,h264,3.06
205,DeepFakeDetection/04_26__kitchen_pan__MS2MLJP1.mp4,FAKE,480,1920,1080,h264,4.4
206,DeepFakeDetection/04_26__outside_talking_pan_laughing__WX836VLY.mp4,FAKE,787,1920,1080,h264,7.66
207,DeepFakeDetection/04_26__outside_talking_still_laughing__WX836VLY.mp4,FAKE,810,1920,1080,h264,6.13
208,DeepFakeDetection/04_26__walking_outside_cafe_disgusted__MS2MLJP1.mp4,FAKE,378,1920,1080,h264,2.93
209,DeepFakeDetection/04_27__walking_outside_cafe_disgusted__2CCI2ND1.mp4,FAKE,379,1920,1080,h264,2.91
210,DeepFakeDetection/05_08__exit_phone_room__YN1Q9TER.mp4,FAKE,417,1920,1080,h264,2.78
211,DeepFakeDetection/05_08__talking_against_wall__PRBCE28Z.mp4,FAKE,835,1920,1080,h264,4.49
212,DeepFakeDetection/05_16__exit_phone_room__B62WCGUN.mp4,FAKE,405,1920,1080,h264,2.68
213,DeepFakeDetection/05_16__kitchen_still__053HPS1G.mp4,FAKE,875,1920,1080,h264,5.75
214,DeepFakeDetection/05_16__kitchen_still__B62WCGUN.mp4,FAKE,875,1920,1080,h264,5.81
215,DeepFakeDetection/05_16__walk_down_hall_angry__OSXCUOHX.mp4,FAKE,420,1920,1080,h264,2.53
216,DeepFakeDetection/05_16__walk_down_hall_angry__U9WZI5LK.mp4,FAKE,420,1920,1080,h264,2.52
217,DeepFakeDetection/05_16__walking_down_street_outside_angry__OSXCUOHX.mp4,FAKE,630,1920,1080,h264,5.33
218,DeepFakeDetection/05_17__hugging_happy__YTJYYDO9.mp4,FAKE,816,1920,1080,h264,10.58
219,DeepFakeDetection/05_17__walking_down_street_outside_angry__M3H96PDQ.mp4,FAKE,655,1920,1080,h264,5.45
220,DeepFakeDetection/05_17__walking_outside_cafe_disgusted__C4VHXZFY.mp4,FAKE,609,1920,1080,h264,4.48
221,DeepFakeDetection/05_28__exit_phone_room__U9LRLJ6N.mp4,FAKE,405,1920,1080,h264,2.67
222,DeepFakeDetection/05_28__hugging_happy__VR9127O1.mp4,FAKE,819,1920,1080,h264,10.52
223,DeepFakeDetection/05_28__kitchen_still__W3J028UG.mp4,FAKE,875,1920,1080,h264,5.78
224,DeepFakeDetection/05_28__walking_outside_cafe_disgusted__2DK5X0Y0.mp4,FAKE,623,1920,1080,h264,4.66
225,DeepFakeDetection/06_02__podium_speech_happy__N8OSN8P6.mp4,FAKE,1255,1920,1080,h264,8.59
226,DeepFakeDetection/06_02__walk_down_hall_angry__37DH75GQ.mp4,FAKE,301,1920,1080,h264,1.88
227,DeepFakeDetection/06_02__walking_down_indoor_hall_disgust__GH8TGTBS.mp4,FAKE,1291,1920,1080,h264,19.51
228,DeepFakeDetection/06_03__talking_against_wall__4I8LRXWF.mp4,FAKE,845,1920,1080,h264,3.9
229,DeepFakeDetection/06_04__outside_talking_still_laughing__ZK95PQDE.mp4,FAKE,669,1920,1080,h264,4.28
230,DeepFakeDetection/06_04__walking_outside_cafe_disgusted__ZK95PQDE.mp4,FAKE,315,1920,1080,h264,3.07
231,DeepFakeDetection/06_07__exit_phone_room__NMGYPBXE.mp4,FAKE,260,1920,1080,h264,1.81
232,DeepFakeDetection/06_07__kitchen_pan__NMGYPBXE.mp4,FAKE,689,1920,1080,h264,5.51
233,DeepFakeDetection/06_07__outside_talking_pan_laughing__NMGYPBXE.mp4,FAKE,623,1920,1080,h264,4.66
234,DeepFakeDetection/06_07__talking_against_wall__NMGYPBXE.mp4,FAKE,845,1920,1080,h264,4.0
235,DeepFakeDetection/06_07__walking_down_street_outside_angry__NMGYPBXE.mp4,FAKE,565,1920,1080,h264,4.05
